ticker,archetype,date,a1_pctoffhigh,a2_rsi,a3_williams,a4_stochastic,a5_bollinger,a6_support,a7_peg_lt1,a8_cyclical_judgment,b9_mktcap,b10_grossmargin,b11_opmargin,b12_netmargin,b13_roe,b14_roa,b15_dividend,b16_epstrend,b17_leverage_judgment,c18_macd,c19_ema,c20_aroon,c21_adx,c22_relvol,c23_rsirecross,d24_epsbeat,d25_noearnings2wk,d26_tailwind_judgment,d27_catalyst_judgment,d28_pegroe_combo,e29_liquidity,e30_not_concentrated,e31_iv_extreme,e32_fitstyle_judgment,b33_domainleadership_judgment
ACAD,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VAL,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
JCAP,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
DUOL,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
TMDX,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
DAVE,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MWH,compounder,2026-07-07,PASS,FAIL,N/A,PASS,PASS,PASS,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
BVN,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
PEGA,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,FAIL,FAIL,PASS,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
WFRD,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
OII,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
XZO,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
LTM,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CVNA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
GEV,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
RSI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
RCI,compounder,2026-07-07,FAIL,PASS,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CGAU,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
PPC,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CRDO,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
DHT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ATAT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
BLKB,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ORLA,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
UAN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
OGC,compounder,2026-07-07,PASS,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VRT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
LEVI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
STNE,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
WEX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CHTR,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
IAG,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
DRVN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
UAL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
PDD,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CHDN,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
FUTU,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CCL,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CBL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CF,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
GCT,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
KSPI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MPLX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VIK,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
VG,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
LAUR,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MELI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CENX,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
CPA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ROST,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
NVDA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
MRX,compounder,2026-07-07,FAIL,N/A,N/A,N/A,N/A,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ADEA,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,PASS,FAIL,PASS,N/A,PASS,N/A,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
RL,compounder,2026-07-07,FAIL,FAIL,N/A,PASS,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
NXPI,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,FAIL,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
ENR,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,FAIL,PASS,PASS,N/A,PASS,PASS,PASS,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
SYY,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
GDDY,compounder,2026-07-07,PASS,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,FAIL,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
EXEL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,PASS,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
SEZL,compounder,2026-07-07,FAIL,FAIL,N/A,FAIL,FAIL,FAIL,PASS,N/A,PASS,PASS,PASS,N/A,PASS,PASS,FAIL,N/A,N/A,FAIL,N/A,PASS,PASS,FAIL,FAIL,N/A,N/A,N/A,N/A,PASS,PASS,PASS,N/A,N/A,N/A
